samp,subpop,trial,odor,value,odor_order
230914_ORL_GCaMP6f_F1,ORL,1,octanal1.595,0.0011797743,10
230914_ORL_GCaMP6f_F1,ORL,2,octanal1.595,0.0030539988,10
230914_ORL_GCaMP6f_F2,ORL,1,octanal1.595,0.0030820202,10
230914_ORL_GCaMP6f_F2,ORL,2,octanal1.595,0.0009058325,10
230915_ORL_GCaMP6f_F1,ORL,1,octanal1.595,0.000605705,10
230915_ORL_GCaMP6f_F1,ORL,2,octanal1.595,0.00048826617,10
230913_U52_GCaMP6f_F2,U52,1,octanal1.595,0.00205653,10
230913_U52_GCaMP6f_F2,U52,2,octanal1.595,0.0006343083,10
230913_U52_GCaMP6f_F3,U52,1,octanal1.595,0.002264704,10
230913_U52_GCaMP6f_F3,U52,2,octanal1.595,0.0016784712,10
230914_U52_GCaMP6f_F1,U52,1,octanal1.595,0.0006278551,10
230914_U52_GCaMP6f_F1,U52,2,octanal1.595,0.00067538244,10
230914_U52_GCaMP6f_F2,U52,1,octanal1.595,0.0015732888,10
230914_U52_GCaMP6f_F2,U52,2,octanal1.595,0.0006331668,10
230915_U52_GCaMP6f_F2,U52,1,octanal1.595,0.003418171,10
230915_U52_GCaMP6f_F2,U52,2,octanal1.595,0.0007109547,10
230913_FCV_GCaMP6f_F1,FCV,1,octanal1.595,0.0005422951,10
230913_FCV_GCaMP6f_F1,FCV,2,octanal1.595,0.00029209975,10
230914_FCV_GCaMP6f_F1,FCV,1,octanal1.595,0.0021024824,10
230914_FCV_GCaMP6f_F1,FCV,2,octanal1.595,0.0006458264,10
230914_FCV_GCaMP6f_F2,FCV,1,octanal1.595,0.00088262395,10
230914_FCV_GCaMP6f_F2,FCV,2,octanal1.595,0.0008960782,10
230914_FCV_GCaMP6f_F3,FCV,1,octanal1.595,0.00087150175,10
230914_FCV_GCaMP6f_F3,FCV,2,octanal1.595,0.0006719134,10
230915_FCV_GCaMP6f_F1,FCV,1,octanal1.595,0.0028103155,10
230915_FCV_GCaMP6f_F1,FCV,2,octanal1.595,0.0010894706,10
230913_ORL_GCaMP6f_F1,ORL,1,nonanal4.56,0.0021196115,11
230913_ORL_GCaMP6f_F1,ORL,2,nonanal4.56,0.0034369756,11
230913_ORL_GCaMP6f_F2,ORL,1,nonanal4.56,0.008154698,11
230913_ORL_GCaMP6f_F2,ORL,2,nonanal4.56,0.0065685036,11
230914_ORL_GCaMP6f_F1,ORL,1,nonanal4.56,0.009799657,11
230914_ORL_GCaMP6f_F1,ORL,2,nonanal4.56,0.009917775,11
230914_ORL_GCaMP6f_F2,ORL,1,nonanal4.56,0.01653574,11
230914_ORL_GCaMP6f_F2,ORL,2,nonanal4.56,0.010028286,11
230915_ORL_GCaMP6f_F1,ORL,1,nonanal4.56,0.008505264,11
230915_ORL_GCaMP6f_F1,ORL,2,nonanal4.56,0.0062353625,11
230913_U52_GCaMP6f_F2,U52,1,nonanal4.56,0.0062497878,11
230913_U52_GCaMP6f_F2,U52,2,nonanal4.56,0.0025872858,11
230913_U52_GCaMP6f_F3,U52,1,nonanal4.56,0.007030762,11
230913_U52_GCaMP6f_F3,U52,2,nonanal4.56,0.005073992,11
230914_U52_GCaMP6f_F1,U52,1,nonanal4.56,0.015311883,11
230914_U52_GCaMP6f_F1,U52,2,nonanal4.56,0.0062784883,11
230914_U52_GCaMP6f_F2,U52,1,nonanal4.56,0.007675652,11
230914_U52_GCaMP6f_F2,U52,2,nonanal4.56,0.0015273152,11
230915_U52_GCaMP6f_F2,U52,1,nonanal4.56,0.014659494,11
230915_U52_GCaMP6f_F2,U52,2,nonanal4.56,0.0060817213,11
230913_FCV_GCaMP6f_F1,FCV,1,nonanal4.56,0.0013159433,11
